İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Ort. Yakıt Tüketimi,Boya-değişen,Tramer,Maksimum Hız,Price
30 Ekim 2023,Fiat,Egea,1.4 Fire Easy,2019,17.800 km,Düz,Benzin,Sedan. 5 Koltuk,Füme,1368 cc,95 hp,5.7 lt,Tamamı orjinal,Tramer tutarı yok,185 km/s,655.000 TL
28 Kasım 2023,Hyundai,Elantra,1.6 MPI Style Comfort,2021,18.000 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,123 hp,6.2 lt,Belirtilmemiş,Tramer  50.000 TL,195 km/s,1.050.000 TL
26 Kasım 2023,Toyota,Corolla,1.6 Flame X Pack,2020,18.000 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,132 hp,5.5 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,190 km/s,1.210.000 TL
25 Kasım 2023,Fiat,Palio,1.2 Active,2006,18.000 km,Düz,LPG & Benzin,Hatchback/3,Beyaz,1242 cc,81 hp,7.2 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,166 km/s,248.000 TL
25 Kasım 2023,Toyota,Auris,1.6 Advance Skypack,2017,18.000 km,Otomatik,Benzin,Hatchback/5,Gri,1598 cc,132 hp,6.1 lt,Tamamı orjinal,Tramer tutarı yok,190 km/s,920.000 TL
22 Kasım 2023,Opel,Astra,1.4 T Edition Plus,2019,18.000 km,Otomatik,Benzin,Sedan,Gri (metalik),1364 cc,140 hp,6.7 lt,Tamamı orjinal,Tramer tutarı yok,205 km/s,910.000 TL
21 Kasım 2023,Fiat,Egea,1.4 Fire Easy Plus,2022,18.000 km,Düz,Benzin,Sedan,Mavi,,,,Tamamı orjinal,Tramer tutarı yok,,840.000 TL
21 Kasım 2023,Fiat,Egea,1.4 Fire Lounge,2021,18.000 km,Düz,Benzin,Sedan,,1368 cc,95 hp,6.4 lt,Tamamı orjinal,Tramer tutarı yok,186 km/s,755.000 TL
20 Kasım 2023,Fiat,Tempra,1.6 SX A,1994,18.000 km,Düz,LPG & Benzin,Sedan,Yeşil (metalik),1581 cc,90 hp,,Tamamı orjinal,Tramer tutarı Belirtilmemiş,182 km/s,300.000 TL
19 Kasım 2023,Renault,Clio,1.0 TCe Touch,2023,18.000 km,Düz,Benzin,Hatchback/5,Turuncu,,,,Tamamı orjinal,Tramer tutarı Belirtilmemiş,,820.000 TL
18 Kasım 2023,Fiat,Egea,1.4 Fire Easy,2021,18.000 km,Düz,Benzin,Sedan,Mavi (metalik),1368 cc,95 hp,6.4 lt,Tamamı orjinal,Tramer tutarı yok,186 km/s,690.000 TL
13 Kasım 2023,Renault,Taliant,1.0 Tce Joy,2022,18.000 km,Otomatik,Benzin,Sedan,Mavi,999 cc,90 hp,6.1 lt,Tamamı orjinal,Tramer tutarı yok,169 km/s,720.000 TL
13 Kasım 2023,Toyota,Corolla,1.5 Dream,2021,18.000 km,Otomatik,Benzin,Sedan. 5 Koltuk,Gri (metalik),1490 cc,125 hp,5.8 lt,Belirtilmemiş,Tramer  7.000 TL,190 km/s,945.000 TL
12 Kasım 2023,Toyota,Corolla,1.6 Flame,2019,18.000 km,Düz,Benzin,Sedan,Beyaz,1598 cc,132 hp,5.8 lt,Tamamı orjinal,Tramer tutarı yok,200 km/s,1.050.000 TL
10 Kasım 2023,Renault,Clio,1.0 TCe Touch,2021,18.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,999 cc,90 hp,5 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,178 km/s,815.000 TL
10 Kasım 2023,Renault,Megane,1.3 TCe Joy,2022,18.000 km,Düz,Benzin,Sedan,Beyaz,1332 cc,140 hp,5.7 lt,Tamamı orjinal,Tramer tutarı yok,205 km/s,900.000 TL
08 Kasım 2023,Seat,Leon,1.0 EcoTSI Ecomotive Style Visio,2020,18.000 km,Düz,Benzin,Hatchback/5,Beyaz,999 cc,115 hp,4.4 lt,Belirtilmemiş,Tramer tutarı yok,202 km/s,950.000 TL
08 Kasım 2023,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,18.000 km,Yarı Otomatik,LPG & Benzin,Sedan,Mavi (metalik),1597 cc,125 hp,6.3 lt,Tamamı orjinal,Tramer tutarı yok,196 km/s,1.200.000 TL
07 Kasım 2023,Volkswagen,Golf,1.6 Trendline,2011,18.000 km,Düz,Benzin,Hatchback/5,Beyaz,1401/1600 cm3,101/125 HP,,Tamamı orjinal,Tramer tutarı yok,,986.000 TL
06 Kasım 2023,Opel,Astra,1.6 Edition Plus,2017,18.000 km,Düz,Benzin,Sedan,Beyaz,1598 cc,115 hp,6.5 lt,Belirtilmemiş,Tramer tutarı yok,193 km/s,950.000 TL
03 Kasım 2023,Renault,Clio,1.0 TCe Joy,2022,18.000 km,Otomatik,Benzin,Hatchback/5. 5 Koltuk,Gri (Gümüş),999 cc,100 hp,5 lt,Tamamı orjinal,Tramer tutarı yok,182 km/s,842.000 TL
01 Kasım 2023,Renault,Clio,1.0 TCe Touch,2021,18.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,999 cc,90 hp,5 lt,2 değişen,Tramer  90.000 TL,178 km/s,785.000 TL
30 Ekim 2023,Fiat,Egea,1.4 Fire Easy,2020,18.000 km,Düz,Benzin,Sedan. 5 Koltuk,Gri,1368 cc,95 hp,5.7 lt,Tamamı orjinal,Tramer tutarı yok,185 km/s,630.000 TL
30 Ekim 2023,Tofaş,Murat,131,1977,18.000 km,Düz,LPG & Benzin,Sedan,Yeşil,,,,Tamamı orjinal,Tramer tutarı Belirtilmemiş,,240.000 TL
30 Ekim 2023,Hyundai,i20,1.2 MPI Jump,2018,18.000 km,Düz,Benzin,Hatchback/5. 5 Koltuk,,1248 cc,84 hp,5.1 lt,Tamamı orjinal,Tramer tutarı yok,170 km/s,749.000 TL
19 Ekim 2023,Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,2016,18.000 km,Yarı Otomatik,Benzin,Sedan. 5 Koltuk,Gri (Gümüş),1395 cc,125 hp,5 lt,Belirtilmemiş,Tramer tutarı yok,206 km/s,1.220.000 TL
14 Ekim 2023,Fiat,Egea,1.3 Multijet Urban Plus,2020,18.000 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,4.1 lt,Tamamı orjinal,Tramer tutarı yok,183 km/s,790.000 TL
12 Ekim 2023,Kia,Ceed,1.4 Cool Tekno,2020,18.000 km,Düz,Benzin,Hatchback/5,Mavi,1368 cc,100 hp,6 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,183 km/s,808.000 TL
12 Ekim 2023,Fiat,Egea,1.4 Fire Easy Plus,2019,18.000 km,Düz,Benzin,Sedan,Gri (metalik),1368 cc,95 hp,5.7 lt,Tamamı orjinal,Tramer tutarı yok,185 km/s,660.000 TL
11 Ekim 2023,Opel,Corsa,1.2 Turbo Ultimate,2021,18.000 km,Otomatik,Benzin,Hatchback/5. 5 Koltuk,Beyaz,1199 cc,130 hp,4.5 lt,Tamamı orjinal,Tramer tutarı yok,208 km/s,1.050.000 TL
09 Ekim 2023,Volkswagen,Polo,1.0 TSi Highline,2021,18.000 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,95 hp,4.6 lt,Belirtilmemiş,Tramer tutarı yok,187 km/s,1.020.000 TL
08 Ekim 2023,Fiat,500 Ailesi,500 1.2 Lounge,2011,18.000 km,Düz,Benzin,Hatchback/3,,1242 cc,69 hp,5.1 lt,1 değişen. 2 boyalı,Tramer  27.000 TL,160 km/s,695.000 TL
08 Ekim 2023,Toyota,Yaris,1.0 Vision,2021,18.000 km,Düz,Benzin,Hatchback/5,,998 cc,72 hp,4.5 lt,Tamamı orjinal,Tramer tutarı yok,160 km/s,718.000 TL
18 Ekim 2023,Renault,Clio,1.0 TCe Touch,2021,18.100 km,Otomatik,Benzin,Hatchback/5,Gri (titanyum),999 cc,90 hp,5 lt,Tamamı orjinal,Tramer tutarı yok,178 km/s,830.000 TL
25 Ekim 2023,Volkswagen,Golf,1.5 TSi Highline,2020,18.102 km,Yarı Otomatik,Benzin,Hatchback/5,,1498 cc,150 hp,5.1 lt,Tamamı orjinal,Tramer tutarı yok,216 km/s,1.480.000 TL
19 Kasım 2023,Mercedes - Benz,A,A 200 AMG+,2021,18.200 km,Yarı Otomatik,Benzin,Sedan,Gri,1332 cc,163 hp,5.4 lt,Belirtilmemiş,Tramer tutarı yok,230 km/s,1.830.000 TL
02 Kasım 2023,Ford,Focus,1.6 Ti-VCT Trend X,2016,18.200 km,Düz,Benzin,Hatchback/5,Beyaz,1596 cc,125 hp,5.9 lt,Tamamı orjinal,Tramer tutarı yok,192 km/s,849.000 TL
21 Ekim 2023,Fiat,Egea,1.3 Multijet Easy,2020,18.200 km,Düz,Dizel,Sedan. 5 Koltuk,Beyaz,1248 cc,95 hp,4.1 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,183 km/s,710.000 TL
15 Ekim 2023,Fiat,Egea,1.3 Multijet Urban Plus,2021,18.200 km,Düz,Dizel,Sedan. 5 Koltuk,Beyaz,1248 cc,95 hp,4.1 lt,4 değişen. 9 boyalı,Bu araç ağır hasar kayıtlıdır.,183 km/s,658.000 TL
25 Kasım 2023,Fiat,Egea,1.4 Fire Urban,2021,18.300 km,Düz,LPG & Benzin,Sedan,Beyaz,1368 cc,95 hp,6.4 lt,Tamamı orjinal,Tramer tutarı belirtilmemiş,186 km/s,710.000 TL                                                                                       695.000 TL
21 Ekim 2023,Hyundai,i20,1.4 MPI Style Plus,2021,18.300 km,Otomatik,Benzin,Hatchback/5,Gri,1368 cc,100 hp,6.1 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,176 km/s,930.000 TL
10 Ekim 2023,Toyota,Corolla,1.6 Dream,2020,18.400 km,Otomatik,Benzin,Sedan,Beyaz,1598 cc,132 hp,5.5 lt,Tamamı orjinal,Tramer tutarı yok,190 km/s,1.050.000 TL
11 Ekim 2023,Citroen,C3,1.2 PureTech Feel,2021,18.450 km,Düz,Benzin,Hatchback/5. 5 Koltuk,Mavi,1199 cc,110 hp,4.4 lt,Tamamı orjinal,Tramer tutarı yok,198 km/s,660.000 TL
29 Kasım 2023,Volkswagen,Passat,1.4 TSi BlueMotion Comfortline,2018,18.500 km,Yarı Otomatik,Benzin,Sedan,Siyah,1395 cc,125 hp,5 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,208 km/s,1.220.000 TL
26 Kasım 2023,Volkswagen,Jetta,1.4 TSi BlueMotion Comfortline,2017,18.500 km,Yarı Otomatik,Benzin,Sedan. 5 Koltuk,Beyaz,1395 cc,125 hp,5 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,206 km/s,880.000 TL
06 Kasım 2023,Toyota,Yaris,1.5 Fun Special,2019,18.500 km,Düz,Benzin,Hatchback/5,Beyaz,1496 cc,111 hp,5 lt,Tamamı orjinal,Tramer tutarı yok,175 km/s,850.000 TL
05 Kasım 2023,Volkswagen,Polo,1.0 TSi Life,2022,18.500 km,Yarı Otomatik,Benzin,Hatchback/5,Mavi,,,,Belirtilmemiş,Tramer tutarı yok,,950.000 TL
01 Kasım 2023,Fiat,Egea,1.4 Fire Urban Plus,2020,18.500 km,Düz,Benzin,Sedan,Kırmızı,1368 cc,95 hp,5.7 lt,Belirtilmemiş,Tramer tutarı yok,185 km/s,850.000 TL
28 Ekim 2023,Fiat,Egea,1.4 Fire Urban,2022,18.500 km,Düz,Benzin,Sedan,Beyaz,1368 cc,95 hp,6.4 lt,Belirtilmemiş,Tramer tutarı yok,186 km/s,750.000 TL
27 Ekim 2023,Honda,City,1.5 i-VTEC Executive,2022,18.500 km,Otomatik,Benzin,Sedan,Füme,1498 cc,121 hp,6.2 lt,2 değişen,Tramer  40.000 TL,198 km/s,915.000 TL
16 Ekim 2023,Toyota,Corolla,1.5 Dream,2021,18.500 km,Otomatik,Benzin,Sedan. 5 Koltuk,Beyaz,1490 cc,125 hp,5.8 lt,Belirtilmemiş,Tramer  3.800 TL,190 km/s,975.000 TL
15 Ekim 2023,Toyota,Corolla,1.5 Dream,2022,18.500 km,Otomatik,Benzin,Sedan. 5 Koltuk,Beyaz,1490 cc,125 hp,5.8 lt,Tamamı orjinal,Tramer tutarı yok,190 km/s,1.100.000 TL
15 Ekim 2023,Renault,Megane,1.3 TCe Joy,2021,18.500 km,Düz,Benzin,Sedan,Beyaz,1332 cc,140 hp,5.7 lt,Tamamı orjinal,Tramer tutarı yok,205 km/s,860.000 TL
14 Ekim 2023,Renault,Megane,1.3 TCe Joy,2020,18.500 km,Düz,Benzin,Sedan. 5 Koltuk,Gri (Gümüş),1332 cc,140 hp,5.5 lt,Tamamı orjinal,Tramer tutarı yok,205 km/s,938.000 TL
11 Ekim 2023,Ford,Focus,1.5 Ti-VCT Trend X,2022,18.500 km,Düz,Benzin,Sedan,Gri (metalik),1497 cc,123 hp,6.2 lt,Tamamı orjinal,Tramer tutarı yok,193 km/s,1.100.000 TL
09 Ekim 2023,Fiat,Panda,0.9 TwinAir Cross Plus,2021,18.500 km,Düz,Benzin,Hatchback/5,Yeşil (metalik),875 cc,85 hp,5.1 lt,Tamamı orjinal,Tramer tutarı yok,164 km/s,985.000 TL
23 Kasım 2023,Toyota,Corolla,1.5 Dream,2022,18.600 km,Düz,Benzin,Sedan,Beyaz,1490 cc,125 hp,5.5 lt,Tamamı orjinal,Tramer tutarı yok,190 km/s,1.030.000 TL
06 Kasım 2023,Fiat,Egea,1.4 Fire Street,2019,18.600 km,Düz,LPG & Benzin,Hatchback/5. 5 Koltuk,Beyaz,1368 cc,95 hp,5.7 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,185 km/s,680.000 TL
31 Ekim 2023,Toyota,Corolla,1.5 Dream,2022,18.600 km,Otomatik,LPG & Benzin,Sedan. 5 Koltuk,Beyaz,1490 cc,125 hp,5.8 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,190 km/s,1.159.000 TL
24 Ekim 2023,Hyundai,Elantra,1.6 MPI Style Plus,2022,18.750 km,Otomatik,LPG & Benzin,Sedan,Füme,1591 cc,127 hp,6.8 lt,1 boyalı,Tramer  12.000 TL,195 km/s,950.000 TL
08 Kasım 2023,Volkswagen,Polo,1.0 Impression,2022,18.800 km,Düz,Benzin,Hatchback/5,Beyaz,999 cc,80 hp,5.1 lt,Tamamı orjinal,Tramer tutarı yok,171 km/s,779.000 TL
11 Ekim 2023,Opel,Corsa,1.2 Turbo Edition,2020,18.900 km,Otomatik,Benzin,Hatchback/5. 5 Koltuk,Beyaz,1199 cc,100 hp,4.3 lt,Tamamı orjinal,Tramer tutarı yok,192 km/s,860.000 TL
29 Kasım 2023,Opel,Corsa,1.5 CDTI Edition,2020,19.000 km,Düz,Dizel,Hatchback/5,Kırmızı,1499 cc,102 hp,3.2 lt,Tamamı orjinal,Tramer tutarı yok,188 km/s,795.000 TL
29 Kasım 2023,Fiat,Linea,1.3 Multijet Pop,2013,19.000 km,Düz,Dizel,Sedan. 5 Koltuk,Beyaz,1248 cc,95 hp,4.9 lt,2 değişen,Tramer tutarı belirtilmemiş,170 km/s,610.000 TL
26 Kasım 2023,Renault,Megane,1.3 TCe Joy Comfort,2021,19.000 km,Düz,Benzin,Sedan,Beyaz,1332 cc,140 hp,5.7 lt,Belirtilmemiş,Tramer tutarı yok,205 km/s,910.000 TL
25 Kasım 2023,Honda,Civic,1.6 i-VTEC ECO Elegance,2018,19.000 km,Yarı Otomatik,LPG & Benzin,Sedan,Beyaz,1597 cc,125 hp,6.7 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,196 km/s,1.200.000 TL
24 Kasım 2023,Hyundai,i20,1.4 MPI Style Plus,2022,19.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1368 cc,100 hp,6.1 lt,Belirtilmemiş,Tramer tutarı yok,176 km/s,880.000 TL
21 Kasım 2023,Honda,Civic,1.5 i-VTEC Executive Plus,2021,19.000 km,Otomatik,Benzin,Sedan,Füme,1498 cc,182 hp,6.7 lt,Tamamı orjinal,Tramer tutarı yok,200 km/s,1.400.000 TL
20 Kasım 2023,Kia,Picanto,1.0 MPI,2021,19.000 km,Otomatik,Benzin,Hatchback/5,Siyah,998 cc,67 hp,5.3 lt,Tamamı orjinal,Tramer tutarı yok,148 km/s,705.000 TL                                                                                       680.000 TL
19 Kasım 2023,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,19.000 km,Yarı Otomatik,LPG & Benzin,Sedan,Beyaz,1597 cc,125 hp,6.3 lt,Tamamı orjinal,Tramer tutarı yok,196 km/s,1.250.000 TL
17 Kasım 2023,BMW,3 Serisi,318i Premium Line,2018,19.000 km,Otomatik,Benzin,Sedan,Gri (metalik),1499 cc,136 hp,5 lt,Tamamı orjinal,Tramer tutarı yok,210 km/s,1.750.000 TL
14 Kasım 2023,Volkswagen,Golf,1.0 TSi Impression,2022,19.000 km,Düz,Benzin,Hatchback/5,Beyaz,999 cc,110 hp,4.4 lt,Tamamı orjinal,Tramer tutarı yok,202 km/s,980.000 TL
04 Kasım 2023,Audi,A3,A3 Sedan 35 TFSI Sport,2021,19.000 km,Otomatik,Benzin,Sedan,Sarı,,,,Belirtilmemiş,Tramer tutarı Belirtilmemiş,,2.550.000 TL
31 Ekim 2023,Fiat,Egea,1.4 Fire Urban,2021,19.000 km,Düz,Benzin,Hatchback/5,Beyaz,1368 cc,95 hp,6.6 lt,Belirtilmemiş,Tramer tutarı yok,182 km/s,765.000 TL
31 Ekim 2023,Renault,Clio,1.0 TCe Joy,2022,19.000 km,Otomatik,Benzin,Hatchback/5,Mavi (metalik),999 cc,90 hp,5 lt,Tamamı orjinal,Tramer tutarı yok,178 km/s,815.000 TL                                                                                       802.500 TL
31 Ekim 2023,Toyota,Corolla,1.6 Vision,2020,19.000 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1598 cc,132 hp,5.5 lt,1 boyalı,Tramer  3.500 TL,190 km/s,967.000 TL
29 Ekim 2023,Tofaş,Şahin,S,1994,19.000 km,Düz,LPG & Benzin,Sedan. 5 Koltuk,Beyaz,1581 cc,80 hp,6.8 lt,Belirtilmemiş,Tramer tutarı belirtilmemiş,165 km/s,215.526 TL
28 Ekim 2023,Toyota,Corolla,1.5 Dream,2022,19.000 km,Otomatik,Benzin,Sedan. 5 Koltuk,Gri (Gümüş),1490 cc,125 hp,5.8 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,190 km/s,990.000 TL
26 Ekim 2023,Toyota,Corolla,1.5 Dream,2021,19.000 km,Otomatik,Benzin,Sedan. 5 Koltuk,Gri,1490 cc,125 hp,5.8 lt,Tamamı orjinal,Tramer tutarı yok,190 km/s,1.085.000 TL
16 Ekim 2023,Opel,Corsa,1.2 Turbo Edition,2022,19.000 km,Otomatik,Benzin,Hatchback/5. 5 Koltuk,Beyaz,1199 cc,100 hp,4.3 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,192 km/s,895.000 TL
14 Ekim 2023,Mercedes - Benz,E,200 d AMG,2020,19.000 km,Otomatik,Dizel,Sedan,Siyah,1597 cc,160 hp,4.7 lt,Belirtilmemiş,Tramer  20.000 TL,226 km/s,3.520.000 TL
10 Ekim 2023,Renault,Megane,1.3 TCe Icon,2020,19.000 km,Yarı Otomatik,Benzin,Sedan. 5 Koltuk,Beyaz,1332 cc,140 hp,5.7 lt,Tamamı orjinal,Tramer tutarı yok,205 km/s,1.100.000 TL
08 Ekim 2023,Volkswagen,Polo,1.0 TSi Life,2022,19.000 km,Otomatik,Benzin,Hatchback/5,-,-,-,,Tamamı orjinal,Tramer tutarı yok,,1.010.000 TL
06 Ekim 2023,Renault,Clio,1.0 TCe Joy,2022,19.000 km,Otomatik,Benzin,Hatchback/5,,999 cc,90 hp,5 lt,Belirtilmemiş,Tramer tutarı Belirtilmemiş,178 km/s,810.000 TL
26 Kasım 2023,Volkswagen,Polo,1.0 TSi Life,2022,19.200 km,Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,76/100 HP,,Tamamı orjinal,Tramer tutarı Belirtilmemiş,,1.031.000 TL
19 Kasım 2023,Citroen,C3,1.2 PureTech Feel,2021,19.300 km,Düz,Benzin,Hatchback/5. 5 Koltuk,Kırmızı,1199 cc,110 hp,4.4 lt,Tamamı orjinal,Tramer tutarı yok,198 km/s,660.000 TL
29 Ekim 2023,Renault,Clio,1.2 Turbo Touch,2017,19.358 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1197 cc,120 hp,5.2 lt,Belirtilmemiş,Tramer tutarı yok,199 km/s,790.000 TL
30 Ekim 2023,Volkswagen,Jetta,1.4 TSi BlueMotion Highline,2016,19.420 km,Yarı Otomatik,Benzin,Sedan. 5 Koltuk,Beyaz,1395 cc,125 hp,5 lt,Tamamı orjinal,Tramer tutarı belirtilmemiş,206 km/s,1.255.000 TL
07 Kasım 2023,Volkswagen,Passat,1.5 TSi Impression,2020,19.480 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1498 cc,150 hp,5.3 lt,Tamamı orjinal,Tramer tutarı yok,213 km/s,1.400.000 TL
28 Kasım 2023,Fiat,Egea,1.3 Multijet Easy,2022,19.500 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,4.1 lt,Tamamı orjinal,Tramer tutarı yok,184 km/s,800.000 TL
20 Kasım 2023,Fiat,Egea,1.4 Fire Easy,2022,19.500 km,Düz,LPG & Benzin,Sedan,Mavi (metalik),1201/1400 cm3,-,,Tamamı orjinal,Tramer tutarı yok,,725.000 TL
19 Kasım 2023,Volkswagen,Passat,1.5 TSi Impression,2021,19.500 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1498 cc,150 hp,5.3 lt,Tamamı orjinal,Tramer tutarı belirtilmemiş,213 km/s,1.420.000 TL                                                                                       1.400.000 TL
12 Kasım 2023,Volkswagen,Polo,1.0 TSi Comfortline,2021,19.500 km,Yarı Otomatik,Benzin,Hatchback/5,Mavi (metalik),999 cc,95 hp,4.6 lt,Tamamı orjinal,Tramer tutarı yok,187 km/s,950.000 TL
29 Ekim 2023,Fiat,Egea,1.4 Fire Urban Plus,2021,19.500 km,Düz,Benzin,Sedan,Mavi,1368 cc,95 hp,5.7 lt,Tamamı orjinal,Tramer tutarı yok,185 km/s,750.000 TL
28 Ekim 2023,Opel,Corsa,1.2 Elegance,2022,19.500 km,Düz,Benzin,Hatchback/5,Mavi (metalik),1199 cc,75 hp,4.1 lt,Tamamı orjinal,Tramer tutarı yok,174 km/s,769.000 TL
26 Ekim 2023,Hyundai,i20,1.4 MPI Style Plus,2023,19.500 km,Otomatik,Benzin,Hatchback/5,Beyaz,1368 cc,100 hp,6.1 lt,Tamamı orjinal,Tramer tutarı yok,176 km/s,885.750 TL
25 Ekim 2023,Hyundai,i20,1.4 MPI Style,2022,19.500 km,Otomatik,Benzin,Hatchback/5,Kahverengi,,,,Belirtilmemiş,Tramer tutarı Belirtilmemiş,,875.000 TL
25 Ekim 2023,Fiat,Egea,1.4 Fire Urban,2021,19.500 km,Düz,Benzin,Hatchback/5,,1368 cc,95 hp,6.6 lt,Belirtilmemiş,Tramer tutarı yok,182 km/s,753.500 TL
23 Ekim 2023,Kia,Rio,1.25 CVVT Elegance Tekno,2020,19.500 km,Düz,Benzin,Hatchback/5. 5 Koltuk,Beyaz,1248 cc,84 hp,4.8 lt,Tamamı orjinal,Tramer tutarı yok,170 km/s,805.000 TL
21 Ekim 2023,Renault,Clio,1.3 TCe RS Line,2020,19.500 km,Yarı Otomatik,Benzin,Hatchback/5,Beyaz,1332 cc,130 hp,5.2 lt,Tamamı orjinal,Tramer tutarı yok,200 km/s,1.099.000 TL
19 Ekim 2023,Renault,Scenic,1.6 Dynamique,2003,19.500 km,Otomatik,LPG & Benzin,MPV,Gri (titanyum),1598 cc,115 hp,8.1 lt,Tamamı orjinal,Tramer tutarı yok,175 km/s,420.000 TL
12 Ekim 2023,Renault,Clio,1.0 TCe Touch,2022,19.500 km,Otomatik,Benzin,Hatchback/5,Beyaz,999 cc,90 hp,5 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,178 km/s,892.000 TL
16 Kasım 2023,Tofaş,Doğan,S,1996,19.567 km,Düz,LPG & Benzin,Sedan,Beyaz,1581 cc,83 hp,6.5 lt,6 boyalı,Tramer tutarı Belirtilmemiş,170 km/s,175.000 TL
12 Kasım 2023,Fiat,Egea,1.6 Multijet Urban Plus,2020,19.600 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,3.9 lt,Tamamı orjinal,Tramer tutarı yok,200 km/s,937.500 TL
15 Ekim 2023,Kia,Rio,1.25 CVVT Comfort,2016,19.600 km,Düz,Benzin,Hatchback/5. 5 Koltuk,Beyaz,1248 cc,85 hp,5.1 lt,Belirtilmemiş,Tramer tutarı yok,168 km/s,750.000 TL
13 Kasım 2023,Honda,Civic,1.6 i-VTEC Elegance,2020,19.700 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1597 cc,125 hp,6.3 lt,1 boyalı,Tramer  9.314 TL,196 km/s,1.120.500 TL
21 Kasım 2023,Toyota,Corolla,1.5 Dream,2021,19.750 km,Otomatik,Benzin,Sedan. 5 Koltuk,Gri,1490 cc,125 hp,5.8 lt,Tamamı orjinal,Tramer tutarı yok,190 km/s,1.010.000 TL
30 Ekim 2023,Renault,Clio,1.0 TCe Touch,2022,19.750 km,Otomatik,Benzin,Hatchback/5,Turuncu,999 cc,90 hp,5 lt,Tamamı orjinal,Tramer tutarı yok,178 km/s,804.000 TL
17 Ekim 2023,Toyota,Auris,1.6 Elegant,2009,19.750 km,Düz,Benzin,Hatchback/5. 5 Koltuk,Gri,1598 cc,124 hp,7.1 lt,Tamamı orjinal,Tramer tutarı yok,190 km/s,675.000 TL
07 Kasım 2023,Honda,Civic,1.6 i-VTEC ECO Elegance,2021,19.800 km,Yarı Otomatik,LPG & Benzin,Sedan,Mavi (metalik),1597 cc,125 hp,6.3 lt,Tamamı orjinal,Tramer tutarı yok,196 km/s,1.269.000 TL
31 Ekim 2023,Renault,Clio,1.0 SCe Joy,2023,19.800 km,Düz,Benzin,Hatchback/5,Kırmızı,999 cc,65 hp,4.9 lt,Tamamı orjinal,Tramer tutarı yok,160 km/s,648.500 TL
09 Kasım 2023,Fiat,Egea,1.4 Fire Easy,2022,19.950 km,Düz,Benzin,Sedan,Bej,1368 cc,95 hp,6.4 lt,Tamamı orjinal,Tramer  14.263 TL,186 km/s,685.000 TL
14 Ekim 2023,Volkswagen,Golf,1.0 eTSI R Line,2022,19.960 km,Yarı Otomatik,Hibrit,Hatchback/5,Gri,999 cc,110 hp,4.9 lt,Tamamı orjinal,Tramer tutarı yok,202 km/s,1.490.000 TL
29 Kasım 2023,Citroen,C4,1.2 PureTech Feel Bold,2022,20.000 km,Otomatik,Benzin,SUV,,1199 cc,132 hp,5 lt,Tamamı orjinal,Tramer tutarı Belirtilmemiş,200 km/s,1.080.000 TL                                                                                       1.050.000 TL
28 Kasım 2023,Hyundai,Elantra,1.6 MPI Style,2021,20.000 km,Düz,Benzin,Sedan,Gri,1598 cc,123 hp,6.2 lt,Tamamı orjinal,Tramer tutarı yok,197 km/s,889.999 TL
27 Kasım 2023,Renault,Clio,0.9 TCe Joy,2020,20.000 km,Düz,Benzin,Hatchback/5,Beyaz,898 cc,90 hp,5 lt,1 değişen. 1 boyalı,Tramer  15.000 TL,178 km/s,675.000 TL
